,Id,Company,Model,Horsepower,Torque,Transmission Type,Drivetrain,Fuel Economy,Number of Doors,Price,Model Year Range,Body Type,Engine Type,Number of Cylinders,Seats,Fuel Type,Colour
290,c6b50fe4-57f2-4929-9b9d-3faa9f887a3b,Chrysler,300,363 hp,394 lb-ft,8-speed automatic,Rear-wheel drive or all-wheel drive,19/31 mpg,4,"Starting at $32,145",2023-Present,Sedan,V6,6,4,Petrol,"['red', 'white', 'blue', 'grey', 'yellow', 'brown']"
291,8ef4ad27-18f5-4fef-a765-6f0999122ed5,Chrysler,Pacifica,287 hp,262 lb-ft,9-speed automatic,Front-wheel drive or all-wheel drive,19/29 mpg,3,"Starting at $32,995",2023-Present,Minivan,V6,6,7,Petrol,"['white', 'grey', 'green', 'silver', 'brown']"
292,ac09686e-2f6f-4684-8129-302538de99ef,Chrysler,Voyager,287 hp,262 lb-ft,9-speed automatic,Front-wheel drive or all-wheel drive,19/29 mpg,4,"Starting at $26,995",2023-Present,Minivan,V6,6,2,Diesel,"['blue', 'black', 'silver', 'grey', 'yellow', 'brown']"
293,56805b5b-a6e6-4678-a5cd-b0e829d1f7a9,Chrysler,Pacifica Hybrid,260 hp,253 lb-ft,eCVT,Front-wheel drive,84 MPGe,4,"Starting at $45,995",2023-Present,Minivan,Hybrid,4,4,CNG,"['red', 'blue', 'grey', 'silver', 'brown']"
294,1f81dbdf-ecb7-4a7b-a493-e5dc058e92c3,Fisker,Ocean,275 hp,450 lb-ft,Single-speed direct drive,Rear-wheel drive,350 miles,5,"Starting at $37,499",2023-Present,SUV,Electric,0,2,CNG,"['red', 'white', 'grey', 'green', 'yellow', 'brown']"
295,0818e0b3-f2a7-4916-87de-8b3f51b9fb0a,Fisker,Pear,350 hp,516 lb-ft,Single-speed direct drive,Rear-wheel drive,310 miles,4,"Starting at $29,999",2023-Present,Sedan,Electric,0,2,CNG,"['red', 'white', 'yellow', 'silver', 'brown']"
296,19d782fc-9a09-490c-81f9-184dbda88689,Infiniti,QX50,268 hp,280 lb-ft,9-speed automatic,Front-wheel drive or all-wheel drive,22/29 mpg,5,"Starting at $37,400",2023-Present,SUV,4-cylinder,4,2,CNG,"['white', 'blue', 'black', 'silver', 'green', 'brown']"
297,e4a72c95-eb3a-429f-8b3d-4efee3bab022,Infiniti,QX60,295 hp,270 lb-ft,9-speed automatic,Front-wheel drive or all-wheel drive,20/26 mpg,7,"Starting at $45,900",2023-Present,SUV,V6,6,7,Petrol,"['red', 'blue', 'grey', 'silver', 'brown']"
298,6a4d6578-9c1f-4561-8729-3490cc616cc7,Infiniti,QX80,400 hp,400 lb-ft,7-speed automatic,All-wheel drive,14/19 mpg,4,"Starting at $72,900",2023-Present,SUV,V8,8,7,Petrol,"['red', 'white', 'blue', 'black', 'silver', 'green', 'yellow']"
299,8cd38e87-1464-44e4-a7d1-5b75b38b53a3,Infiniti,Q50,300 hp,295 lb-ft,7-speed automatic,Rear-wheel drive or all-wheel drive,20/27 mpg,4,"Starting at $36,900",2023-Present,Sedan,V6,6,7,Diesel,['yellow']
300,c1f61905-91d3-4f53-a769-cad9a303fcf5,Infiniti,Q60,300 hp,295 lb-ft,7-speed automatic,Rear-wheel drive or all-wheel drive,19/27 mpg,2,"Starting at $41,900",2023-Present,Coupe,V6,6,5,Diesel,"['red', 'blue', 'silver', 'grey', 'green', 'yellow', 'silver']"
301,3c5b2b4b-8071-4c6f-ac88-515c5afcf885,Infiniti,QX70,390 hp,369 lb-ft,7-speed automatic,All-wheel drive,15/20 mpg,5,"Starting at $62,900",2023-Present,SUV,V8,8,7,CNG,"['red', 'black', 'grey', 'green', 'yellow', 'silver']"
302,9c7c7f6f-78a6-4f94-89ec-16aab0ac7bbc,Infiniti,QX70 Hybrid,360 hp,273 lb-ft,Continuously variable automatic,All-wheel drive,23/28 mpg,5,"Starting at $68,900",2023-Present,SUV,Hybrid,V6,7,CNG,"['red', 'black', 'grey', 'yellow', 'silver', 'brown']"
303,1e7f6fa2-8700-4125-bc3b-a87902e3969c,Isuzu,Ascender,281 hp,307 lb-ft,6-speed automatic,All-wheel drive,16/23 mpg,4,"Starting at $40,520",2016-Present,SUV,V6,6,4,CNG,"['red', 'white', 'blue', 'silver', 'silver', 'brown']"
304,8f335f6d-7105-4cb0-b95a-950b46ac844e,Isuzu,D-Max,302 hp,236 lb-ft,6-speed automatic,Rear-wheel drive or 4-wheel drive,20/24 mpg,5,"Starting at $25,620",2016-Present,Pickup Truck,Diesel,4,7,CNG,"['white', 'blue', 'silver', 'grey', 'green', 'brown']"
305,e250ad89-e34a-4fbb-80a2-be39344fb0d8,Isuzu,MU-X,255 hp,236 lb-ft,6-speed automatic,4-wheel drive,18/23 mpg,5,"Starting at $39,990",2016-Present,SUV,Diesel,4,2,CNG,"['grey', 'green', 'yellow', 'brown']"
306,8891ed96-6de1-477f-9a1f-7b4e7566773a,Isuzu,NPR,215 hp,430 lb-ft,6-speed manual,Rear-wheel drive or 4-wheel drive,17/22 mpg,3,"Starting at $31,320",2016-Present,Truck,Diesel,6,5,CNG,"['red', 'black', 'silver', 'green', 'yellow', 'silver']"
307,b35d423f-a938-44ef-8e2b-de12aef00641,Isuzu,NQR,181 hp,401 lb-ft,6-speed manual,Rear-wheel drive or 4-wheel drive,18/22 mpg,3,"Starting at $25,120",2016-Present,Truck,Diesel,4,7,Petrol,"['white', 'blue', 'grey', 'yellow', 'brown']"
308,15a7c635-cb5b-44a1-ae4a-71d0e7574abd,Isuzu,FTR,181 hp,401 lb-ft,6-speed manual,Rear-wheel drive or 4-wheel drive,18/22 mpg,3,"Starting at $33,920",2016-Present,Truck,Diesel,4,5,Petrol,"['red', 'silver', 'brown']"
309,796079f4-4854-4707-a287-2445f2f623d0,Lotus,Emira,400 hp,310 lb-ft,8-speed automatic,Rear-wheel drive,23/30 mpg,2,"Starting at $72,900",2023-Present,Sports car,V6,6,5,Petrol,"['red', 'white', 'blue', 'black', 'silver', 'silver', 'brown']"
310,ab2b3e80-82ca-4ba7-bedf-367221d5208f,Lotus,Elise,250 hp,184 lb-ft,6-speed manual,Rear-wheel drive,27/35 mpg,2,"Starting at $59,900",2023-Present,Sports car,4-cylinder,4,2,Petrol,"['blue', 'black', 'silver', 'grey', 'green', 'yellow', 'brown']"
311,92441a84-daf7-4c93-a561-d738950acdad,Lotus,Exige,300 hp,260 lb-ft,6-speed manual,Rear-wheel drive,23/30 mpg,2,"Starting at $71,900",2023-Present,Sports car,V6,6,2,Diesel,"['red', 'white', 'silver', 'green', 'silver']"
312,69786195-6795-4f43-b2b0-ecb13108203e,Lotus,Evija,"2,000 hp","1,250 lb-ft",Single-speed direct drive,Rear-wheel drive,180 miles,2,Starting at $1.9 million,2023-Present,Electric hypercar,Electric,0,7,Petrol,"['red', 'blue']"
313,d4f197e5-2b54-4fa8-8993-9e2184e53220,Morgan,Aero 8,367 hp,295 lb-ft,6-speed manual,Rear-wheel drive,19/29 mpg,2,"Starting at $120,000",2023-Present,Sports car,V8,8,7,Petrol,"['black', 'silver', 'yellow', 'silver']"
314,962e20fd-9bee-4371-8356-25da2865c52b,Morgan,Plus 4,180 hp,163 lb-ft,5-speed manual,Rear-wheel drive,26/35 mpg,2,"Starting at $79,995",2023-Present,Sports car,4-cylinder,4,4,Petrol,"['white', 'blue', 'yellow']"
315,a87f611e-a623-4cb4-b9ec-43945e71d528,Morgan,Plus 6,335 hp,280 lb-ft,6-speed manual,Rear-wheel drive,21/29 mpg,2,"Starting at $109,995",2023-Present,Sports car,V6,6,4,CNG,['yellow']
316,79b73799-48e7-4085-b133-3aba0ef63ca1,Morgan,Roadster,180 hp,163 lb-ft,5-speed manual,Rear-wheel drive,26/35 mpg,2,"Starting at $79,995",2023-Present,Sports car,4-cylinder,4,4,CNG,"['blue', 'black', 'yellow', 'brown']"
317,182d40c4-d419-4e84-9215-dd705d2c0591,Morgan,Super 3,170 hp,127 lb-ft,5-speed manual,Rear-wheel drive,36 mpg (city)/44 mpg (highway),2,"Starting at £34,995",2023-Present,Sports car,3-cylinder,3,2,Petrol,"['white', 'blue', 'silver', 'green', 'silver', 'brown']"
318,6e942bf4-2cc8-4ca8-a981-426c84c9d7ed,Smart,Fortwo,89 hp,128 lb-ft,5-speed automatic,Front-wheel drive,34 mpg (city)/41 mpg (highway),2,"Starting at $22,450",2023-Present,City car,3-cylinder,1,2,Diesel,"['red', 'blue', 'black', 'silver', 'green']"
319,519173d2-67fd-4600-98b4-b5438ff53ea5,Smart,Forfour,91 hp,128 lb-ft,6-speed automatic,Front-wheel drive,33 mpg (city)/40 mpg (highway),4,"Starting at $24,450",2023-Present,City car,3-cylinder,1,5,CNG,"['red', 'blue', 'black', 'silver', 'grey', 'green']"
320,a7232bcf-2c3a-4301-ba21-142ef6586e98,Suzuki,Across,335 hp,369 lb-ft,CVT,All-wheel drive,25 mpg (city)/28 mpg (highway),5,"Starting at $44,990",2023-Present,SUV,Hybrid,4,4,Diesel,"['white', 'silver', 'grey', 'green', 'silver']"
321,985ab12c-fc61-4e05-8550-bb4b9f7aea51,Suzuki,Baleno,110 hp,113 lb-ft,5-speed manual or CVT,Front-wheel drive,31 mpg (city)/42 mpg (highway),5,"Starting at $15,299",2023-Present,Hatchback,4-cylinder,4,4,Diesel,"['blue', 'grey', 'green', 'yellow', 'silver', 'brown']"
322,319826d3-041d-4c23-bec8-f66f90bef8d3,Suzuki,Celerio,68 hp,67 lb-ft,5-speed manual or AMT,Front-wheel drive,37 mpg (city)/47 mpg (highway),5,"Starting at $14,499",2023-Present,Hatchback,3-cylinder,1,5,Diesel,"['white', 'blue', 'yellow']"
323,3e0ac576-e32b-4e7c-8e26-4d0fa0504736,Suzuki,Ciaz,115 hp,113 lb-ft,4-speed automatic,Front-wheel drive,32 mpg (city)/42 mpg (highway),4,"Starting at $18,499",2023-Present,Sedan,4-cylinder,4,5,Diesel,"['red', 'grey', 'green', 'brown']"
324,aee6b1d2-ce93-4054-acdd-7542e0a45457,Suzuki,Jimny,101 hp,96 lb-ft,5-speed manual,4-wheel drive,23 mpg (city)/28 mpg (highway),3,"Starting at $21,299",2023-Present,SUV,4-cylinder,4,2,Diesel,"['white', 'blue', 'grey', 'brown']"
325,95bce181-91bf-4dae-8c47-185daac24210,Suzuki,S-Cross,148 hp,132 lb-ft,6-speed automatic,All-wheel drive,28 mpg (city)/33 mpg (highway),5,"Starting at $25,299",2023-Present,Crossover,4-cylinder,4,4,Diesel,"['blue', 'green', 'yellow', 'silver', 'brown']"
326,620e0409-07e2-446e-84e5-2e4e9e45c2ab,Suzuki,Swift,103 hp,101 lb-ft,5-speed manual or CVT,Front-wheel drive,32 mpg (city)/40 mpg (highway),5,"Starting at $16,299",2023-Present,Hatchback,4-cylinder,4,2,Petrol,"['red', 'white', 'silver', 'grey', 'green']"
327,5f40522a-89a2-4864-a83e-9cba4e4e2e5e,Suzuki,Vitara,148 hp,132 lb-ft,6-speed automatic,All-wheel drive,28 mpg (city)/33 mpg (highway),5,"Starting at $26,299",2023-Present,SUV,4-cylinder,4,5,Diesel,"['white', 'blue', 'grey', 'yellow', 'brown']"
328,a842eb09-b157-49a5-af25-fb3bd6c5b571,Suzuki,XL7,181 hp,184 lb-ft,6-speed automatic,All-wheel drive,23 mpg (city)/30 mpg (highway),7,"Starting at $29,299",2023-Present,SUV,4-cylinder,4,5,Petrol,"['red', 'blue', 'brown']"
329,b696b02f-139f-451e-96a8-6d3ece709ff5,Vauxhall,Corsa,108 hp,127 lb-ft,5-speed manual or 8-speed automatic,Front-wheel drive,32 mpg (city)/42 mpg (highway),5,"Starting at £15,995",2023-Present,Hatchback,3-cylinder,1,2,Petrol,"['silver', 'yellow', 'brown']"
330,9cfc1244-c405-40f6-b2dc-8c9e85d24eab,Vauxhall,Crossland,108 hp,127 lb-ft,8-speed automatic,Front-wheel drive,34 mpg (city)/42 mpg (highway),5,"Starting at £20,495",2023-Present,Crossover,3-cylinder,1,7,Petrol,"['black', 'yellow']"
331,655fb49a-fade-489c-a7a7-30cb90c492ee,Vauxhall,Grandland,177 hp,207 lb-ft,8-speed automatic,Front-wheel drive or all-wheel drive,30 mpg (city)/40 mpg (highway),5,"Starting at £24,495",2023-Present,SUV,4-cylinder,4,5,Petrol,"['red', 'white', 'blue', 'black', 'silver', 'grey', 'green', 'brown']"
332,1cac0bb0-483d-42a5-8ca0-8686a52ee9d0,Vauxhall,Insignia,177 hp,207 lb-ft,8-speed automatic,Front-wheel drive or all-wheel drive,31 mpg (city)/40 mpg (highway),5,"Starting at £25,495",2023-Present,Sedan,4-cylinder,4,4,CNG,"['red', 'white', 'blue', 'black', 'silver']"
333,e7f263e3-cea5-44dc-9667-8edde08dd27a,Vauxhall,Mokka,138 hp,174 lb-ft,8-speed automatic,Front-wheel drive or all-wheel drive,32 mpg (city)/40 mpg (highway),5,"Starting at £20,495",2023-Present,SUV,3-cylinder,1,4,Diesel,"['red', 'black', 'grey', 'yellow', 'brown']"
334,008b87c2-e576-4241-9301-8b0c5353968d,Vauxhall,Vivaro,130 hp,236 lb-ft,8-speed automatic,Front-wheel drive or all-wheel drive,25 mpg (city)/35 mpg (highway),5,"Starting at £24,595",2023-Present,Van,4-cylinder,4,5,Petrol,"['red', 'white', 'blue', 'black', 'silver', 'brown']"
335,acec9c9b-fe19-4342-aa3e-ad2816006657,Vauxhall,Combo-Life,130 hp,236 lb-ft,8-speed automatic,Front-wheel drive or all-wheel drive,26 mpg (city)/37 mpg (highway),5,"Starting at £22,595",2023-Present,MPV,4-cylinder,4,4,CNG,"['silver', 'grey', 'green', 'silver']"
336,c947f083-ff94-445e-8b8b-5101ef9a221c,Zagato,Aston Martin DB4 GT Zagato,318 PS (314 bhp - 234 kW),377.0 Nm (278 lb. ft) at 4000 rpm,4 speed Manual,Rear-wheel drive,19/29 mpg,2,"Starting at £1,000,000",1961-1962,Coupé,Inline 6,6,7,Diesel,"['red', 'white', 'black', 'silver', 'silver', 'brown']"
337,be237567-824a-4c2f-9528-3449545c5254,Zagato,Aston Martin V12 Zagato,517 PS (510 bhp - 380 kW),570 Nm (420 lb. ft) at 5750 rpm,6 speed Manual,Rear-wheel drive,"16.4 l/100 km - 17 mpg UK - 14 mpg US (Average), 0 to 100 km/h (62mph) in 4.2 seconds, a maximum top speed of 190 mph (305 km/h)",2,"Starting at £500,000",2011-2012,Coupé,V12,12,4,CNG,"['white', 'black', 'green', 'yellow', 'brown']"
338,86ffb6f7-b34a-486e-b367-52b0958dc69f,Zagato,Alfa Romeo TZ3 Stradale,400 PS (395 bhp - 294 kW),400 Nm (295 lb. ft),6 speed Manual,Rear-wheel drive,"17.5 l/100 km - 18 mpg UK - 15 mpg US (Average), 0 to 100 km/h (62mph) in 4.2 seconds, a maximum top speed of 186 mph (299 km/h)",2,"Starting at €400,000",2011-2013,Coupé,V8,8,7,CNG,"['white', 'grey', 'green', 'yellow', 'silver', 'brown']"
339,36bacd47-d058-4895-a60f-246f80da2f9c,Zagato,Bentley Flying Spur Zagato,630 PS (621 bhp - 462 kW),820 Nm (605 lb. ft),8 speed Automatic,All-wheel drive,"21.2 l/100 km - 22 mpg UK - 18 mpg US (Average), 0 to 100 km/h (62mph) in 4.5 seconds, a maximum top speed of 205 mph (330 km/h)",5,"Starting at £300,000",2012-2014,Saloon,W12,12,5,Petrol,"['white', 'blue', 'grey', 'yellow', 'brown']"
340,ff14ba35-a9a6-46a4-9089-00846c35d303,Zagato,Fiat 124 Spider Zagato,160 PS (158 bhp - 118 kW),250 Nm (184 lb. ft),6 speed Manual,Rear-wheel drive,"52.3 mpg (Average), 0 to 100 km/h (62mph) in 7.5 seconds, a maximum top speed of 130 mph (210 km/h)",2,"Starting at €40,000",2011-2014,Roadster,4-cylinder,4,7,CNG,"['red', 'white', 'black', 'silver', 'green', 'yellow']"
341,5d619643-55fe-4c6c-90cc-d3ad995b41f9,Zagato,Jaguar C-Type,300 bhp (224 kW),270 lb-ft (366 Nm),4 speed Manual,Rear-wheel drive,"20 mpg (Average), 0 to 60 mph in 5.3 seconds, a maximum top speed of 150 mph (241 km/h)",2,"Starting at £1,000,000",1951-1953,Coupé,Straight 6,6,7,Petrol,"['red', 'silver', 'grey', 'green', 'silver', 'brown']"
342,187c4783-79ee-4cfb-8c5a-af72ca13810a,Wiesmann,MF5,555 hp,680 Nm,6-speed automatic,Rear-wheel drive,10.7 l/100 km,2,"Starting at €200,000",2005-2013,2-door sports car,V8,8,2,Petrol,"['red', 'blue', 'silver', 'grey']"
343,a3519e3b-15b8-48fa-a039-e8b539bdfe13,Wiesmann,GT MF4,420 hp,442 Nm,6-speed manual,Rear-wheel drive,12.5 l/100 km,2,"Starting at €150,000",2009-2013,2-door sports car,V9,8,2,Petrol,"['white', 'blue', 'yellow', 'brown']"
344,3216d1ab-52fc-48a5-b128-e680cbbda531,Wiesmann,Roadster MF4,360 hp,420 Nm,6-speed manual,Rear-wheel drive,12.5 l/100 km,2,"Starting at €130,000",2009-2014,2-door sports car,V10,8,7,Petrol,"['grey', 'green']"
345,49ac3f2c-5083-4ff3-833e-665335421b29,Lamborghini,Aventador,760 hp,560 lb-ft,7-speed automated manual,All-wheel drive,15 city / 24 highway,2,"Starting at $420,000",2011-2023,2-door sports car,V12,12,2,Diesel,"['red', 'white', 'black', 'silver', 'yellow', 'silver', 'brown']"
346,4560ddf4-b680-42bf-87bd-0dd73221a3b6,Lamborghini,Huracan,631 hp,443 lb-ft,7-speed dual-clutch automatic,All-wheel drive,15 city / 22 highway,2,"Starting at $200,000",2014-present,2-door sports car,V10,10,7,Diesel,"['red', 'black', 'brown']"
347,f255dec5-29bf-42d7-b8b8-962f599abefd,Lamborghini,Urus,650 hp,642 lb-ft,8-speed automatic,All-wheel drive,15 city / 21 highway,4,"Starting at $211,000",2018-present,5-door SUV,V8,8,5,Diesel,"['white', 'blue', 'grey', 'green', 'yellow']"
348,82dfb06b-8dfe-481b-93aa-9806bcb11b6f,Lamborghini,Sian,819 hp,531 lb-ft,7-speed automated manual,All-wheel drive,13 city / 20 highway,2,Starting at $3.2 million,2020-present,2-door sports car,V12,12,5,Petrol,"['red', 'silver', 'yellow', 'silver', 'brown']"
349,7a1209b0-0330-4ada-a817-42d8e3abb3a2,Lamborghini,Countach,449 hp,369 lb-ft,5-speed manual,Rear-wheel drive,13 city / 18 highway,2,"Starting at $180,000",1974-1990,2-door sports car,V12,12,7,Petrol,"['red', 'white', 'black', 'green']"
350,fb497553-34d6-4bc6-bc62-2344d76e0fe5,Lamborghini,Diablo,570 hp,463 lb-ft,5-speed manual,Rear-wheel drive,12 city / 18 highway,2,"Starting at $275,000",1990-2001,2-door sports car,V12,12,5,Petrol,"['red', 'white', 'blue', 'black', 'silver', 'brown']"
351,bddd3a4a-1b08-4534-a896-8b46aca738c5,Lamborghini,Murciélago,631 hp,487 lb-ft,6-speed manual,Rear-wheel drive,12 city / 18 highway,2,"Starting at $375,000",2001-2010,2-door sports car,V12,12,4,Diesel,"['red', 'grey', 'brown']"
352,3c8f5fd1-d26d-44a0-8ab4-bfd3452c046a,Lamborghini,Gallardo,562 hp,413 lb-ft,6-speed manual,Rear-wheel drive,12 city / 18 highway,2,"Starting at $200,000",2003-2013,2-door sports car,V10,10,7,Diesel,"['red', 'black', 'grey', 'yellow', 'brown']"
353,b0c2ebb6-5d7a-4e82-9ee4-26aa7b4c03ff,Lamborghini,Espada,350 hp,339 lb-ft,5-speed manual,Rear-wheel drive,14 city / 19 highway,2,"Starting at $120,000",1968-1978,2-door grand tourer,V12,12,7,Diesel,"['red', 'white', 'blue', 'black', 'silver', 'green', 'yellow', 'silver']"
354,155ab819-5f04-4230-8ed3-969e49f91954,Lamborghini,Miura,350 hp,284 lb-ft,5-speed manual,Rear-wheel drive,14 city / 19 highway,2,"Starting at $100,000",1966-1972,2-door sports car,V12,12,4,CNG,"['white', 'black', 'silver', 'grey', 'yellow', 'brown']"
355,d415faf7-028b-4306-bd08-772711506195,Toyota,Camry,203 hp,184 lb-ft,8-speed automatic,Front-wheel drive,28 city / 39 highway,4,"Starting at $25,295",2020-present,Sedan,4-cylinder,4,7,Diesel,"['silver', 'grey', 'green', 'silver', 'brown']"
356,d4b4c3bf-2740-4957-9707-c350232f8382,Toyota,Corolla,139 hp,126 lb-ft,CVT automatic,Front-wheel drive,31 city / 40 highway,4,"Starting at $20,075",2020-present,Sedan,4-cylinder,4,2,Diesel,"['red', 'blue', 'black', 'silver', 'silver', 'brown']"
357,c4a0443a-d030-4b6e-b7fd-a34afa3ba8ba,Toyota,RAV4,203 hp,184 lb-ft,8-speed automatic,Front-wheel drive or all-wheel drive,27 city / 35 highway,5,"Starting at $26,225",2020-present,SUV,4-cylinder,4,2,CNG,"['red', 'blue', 'black', 'green', 'silver', 'brown']"
358,c2c904bb-047e-4ff5-a014-5ffaa73f3fb6,Toyota,Highlander,295 hp,263 lb-ft,8-speed automatic,Front-wheel drive or all-wheel drive,20 city / 27 highway,8,"Starting at $34,625",2020-present,SUV,V6,6,5,CNG,"['red', 'blue', 'grey']"
359,e9ea863d-695f-441b-ad07-bd8a527d8fd7,Toyota,Tacoma,159 hp,184 lb-ft,6-speed manual or 6-speed automatic,Rear-wheel drive or 4-wheel drive,19 city / 24 highway,4,"Starting at $25,295",2020-present,Truck,4-cylinder,4,5,Diesel,"['white', 'silver', 'grey']"
360,ae7da153-6801-4e41-af3f-0b4664721f17,Toyota,Prius,139 hp,126 lb-ft,CVT automatic,Front-wheel drive,53 city / 49 highway,5,"Starting at $24,525",2020-present,Hybrid,4-cylinder,4,4,Diesel,"['white', 'blue', 'black', 'silver', 'grey', 'green', 'silver', 'brown']"
361,634bca75-5b2d-4633-a9d5-47a53e42fba5,Toyota,Mirai,182 hp,221 lb-ft,Fuel cell electric,Rear-wheel drive,66 city / 67 highway,4,"Starting at $66,000",2020-present,Sedan,Fuel cell,1,5,Petrol,"['red', 'white', 'blue', 'silver', 'grey', 'green', 'brown']"
362,1917dadc-a3f7-4446-bfe3-6eecaf046424,Toyota,GR Supra,382 hp,368 lb-ft,8-speed automatic,Rear-wheel drive,22 city / 31 highway,2,"Starting at $49,995",2020-present,Sports car,Inline-6,6,2,Petrol,"['blue', 'black', 'silver', 'grey', 'green', 'silver', 'brown']"
363,6f2a8464-21cb-43a7-a98c-520c215e35cd,Toyota,86,205 hp,156 lb-ft,6-speed manual,Rear-wheel drive,21 city / 30 highway,2,"Starting at $26,225",2020-present,Sports car,Boxer,4,4,CNG,"['red', 'blue', 'black', 'silver', 'green', 'yellow', 'brown']"
364,62873f85-56dc-426a-a324-64bf31ad6ddf,Suzuki,Alto,71 hp,63 lb-ft,5-speed manual,Front-wheel drive,30 city / 43 highway,5,"Starting at $11,000",2020-present,Hatchback,4-cylinder,4,7,Petrol,"['red', 'white', 'silver', 'grey', 'green', 'yellow']"
365,8e0eb736-06fd-4fdc-8eae-e5f62f94a2a7,Suzuki,Baleno,101 hp,103 lb-ft,CVT automatic,Front-wheel drive,30 city / 43 highway,5,"Starting at $15,000",2020-present,Hatchback,4-cylinder,4,2,Diesel,"['blue', 'silver', 'grey', 'green', 'yellow', 'silver', 'brown']"
366,20e06128-baef-4a73-b209-80500c523855,Suzuki,Jimny,101 hp,96 lb-ft,5-speed manual,4-wheel drive,23 city / 30 highway,3,"Starting at $20,000",2019-present,SUV,4-cylinder,4,7,CNG,"['white', 'silver', 'yellow', 'brown']"
367,04c3b783-7ac2-4b2b-88b8-b0c49336ecc4,Suzuki,Swift,110 hp,113 lb-ft,CVT automatic,Front-wheel drive,30 city / 43 highway,5,"Starting at $17,000",2020-present,Hatchback,4-cylinder,4,5,Diesel,"['red', 'blue', 'black', 'grey', 'yellow']"
368,6e0dbeee-4c88-4364-b8be-93900d493746,Suzuki,Vitara,148 hp,132 lb-ft,6-speed automatic,Front-wheel drive or all-wheel drive,26 city / 34 highway,5,"Starting at $23,000",2020-present,SUV,4-cylinder,4,4,CNG,"['white', 'black', 'silver', 'yellow']"
369,bc591325-7649-47e1-bae3-3b4976951250,Suzuki,Ertiga,103 hp,104 lb-ft,4-speed automatic,Front-wheel drive or all-wheel drive,24 city / 32 highway,7,"Starting at $20,000",2018-present,MPV,4-cylinder,4,5,CNG,"['white', 'grey', 'yellow', 'silver']"
370,d29fc243-e2ed-4125-8ab3-39607eaccbea,Suzuki,XL7,158 hp,145 lb-ft,6-speed automatic,Front-wheel drive or all-wheel drive,21 city / 29 highway,7,"Starting at $25,000",2020-present,SUV,4-cylinder,4,7,CNG,"['white', 'blue', 'black', 'silver', 'grey', 'green', 'yellow', 'silver', 'brown']"
371,55ed10bb-96e6-4618-ab05-a647b9f5844d,Honda,Accord,192 hp,192 lb-ft,10-speed automatic,Front-wheel drive,27 city / 37 highway,4,"Starting at $24,770",2021-present,Sedan,4-cylinder,4,2,CNG,"['white', 'blue', 'black', 'silver', 'green', 'brown']"
372,38b09233-4e39-46ca-9382-594c366111d1,Honda,Civic,158 hp,138 lb-ft,CVT automatic,Front-wheel drive,31 city / 40 highway,4,"Starting at $21,700",2022-present,Sedan,4-cylinder,4,7,Petrol,"['red', 'white', 'blue', 'black', 'silver']"
373,423f32b1-84d5-467d-ab90-9f5afbabc26d,Honda,CR-V,190 hp,179 lb-ft,10-speed automatic,Front-wheel drive or all-wheel drive,27 city / 32 highway,5,"Starting at $25,295",2023-present,SUV,4-cylinder,4,4,CNG,"['red', 'white', 'blue', 'yellow', 'silver', 'brown']"
374,e6118f75-fc41-476a-9179-2337a731a57e,Honda,HR-V,158 hp,138 lb-ft,CVT automatic,Front-wheel drive,28 city / 32 highway,5,"Starting at $21,700",2023-present,SUV,4-cylinder,4,2,CNG,"['black', 'green', 'silver', 'brown']"
375,c26b0207-a070-4006-8926-a3b82aa4442d,Honda,Odyssey,280 hp,262 lb-ft,10-speed automatic,Front-wheel drive,19 city / 28 highway,8,"Starting at $31,470",2023-present,Minivan,V6,6,4,Petrol,"['red', 'blue', 'black', 'silver']"
376,c6ea8899-e88a-4452-b5cb-fa4cb9e64a6f,Honda,Pilot,280 hp,262 lb-ft,9-speed automatic,Front-wheel drive or all-wheel drive,19 city / 26 highway,8,"Starting at $36,295",2023-present,SUV,V6,6,2,CNG,"['red', 'white', 'black', 'grey']"
377,53c595c2-c59f-4116-8216-c302d94c3fda,Honda,Insight,151 hp,134 lb-ft,CVT automatic,Front-wheel drive,49 city / 47 highway,5,"Starting at $23,695",2023-present,Hybrid,4-cylinder,4,7,Petrol,"['red', 'black', 'silver', 'grey', 'yellow', 'silver']"
378,71c3bc7c-8755-4372-aefd-f83956d4ecd6,Honda,NSX,573 hp,492 lb-ft,9-speed automatic,Rear-wheel drive,21 city / 28 highway,2,"Starting at $156,000",2016-present,Sports car,V6,6,5,Diesel,"['white', 'grey', 'green', 'yellow', 'silver', 'brown']"
379,d92e0669-8c23-4415-b451-1cafe56cd414,Honda,S2000,240 hp,162 lb-ft,6-speed manual,Rear-wheel drive,20 city / 28 highway,2,"Starting at $31,995",1999-2009,Sports car,4-cylinder,4,5,Petrol,"['white', 'blue', 'green']"
380,0d812092-f6e7-49f0-b0bb-0630dee37f42,Chevrolet,Camaro,335 hp,290 lb-ft,6-speed manual or 10-speed automatic,Rear-wheel drive,19 city / 29 highway,2,"Starting at $25,995",2016-present,Sports car,V6,6,7,CNG,"['white', 'blue', 'black', 'silver', 'yellow', 'silver']"
381,2731040c-40ec-43d2-8392-a7f6f8b5446f,Chevrolet,Corvette,490 hp,460 lb-ft,8-speed automatic,Rear-wheel drive,16 city / 23 highway,2,"Starting at $59,995",2020-present,Sports car,V8,8,5,Petrol,"['white', 'blue', 'silver', 'silver']"
